Feature,Coefficient,Odds_Ratio,Absolute_Coefficient
cat__Internet_Service_Fiber optic,0.552510618554184,1.737610022152457,0.552510618554184
cat__Payment_Method_Electronic check,0.3870691469557962,1.4726583175921943,0.3870691469557962
cat__City_Smith River,0.35241431437056603,1.422497762910288,0.35241431437056603
cat__City_Elk Grove,0.334234144757679,1.396870175115312,0.334234144757679
cat__City_Santa Barbara,0.32298583574664225,1.3812457864518037,0.32298583574664225
cat__City_Running Springs,0.3181383843267192,1.3745664665215422,0.3181383843267192
cat__Paperless_Billing_Yes,0.3136428772476199,1.3684009621583773,0.3136428772476199
cat__City_San Diego,0.3051538151996161,1.3568336886009624,0.3051538151996161
cat__City_San Dimas,0.29878311850174094,1.34821718839838,0.29878311850174094
cat__City_Santa Rosa,0.28089835123866813,1.324318981709183,0.28089835123866813
num__Total_Charges,0.28038302660262626,1.3236367033244592,0.28038302660262626
cat__City_Seeley,0.2594720705598429,1.2962455797927588,0.2594720705598429
cat__City_Long Beach,0.25598984988687423,1.291739616569926,0.25598984988687423
cat__City_Piru,0.24401337871448556,1.2763614064500646,0.24401337871448556
cat__City_Emeryville,0.2426052805867652,1.2745654290962687,0.2426052805867652
cat__City_Tujunga,0.23172740174377035,1.26077599664188,0.23172740174377035
cat__City_Palomar Mountain,0.22732514749545024,1.2552379390671136,0.22732514749545024
cat__City_Fremont,0.2256006575663231,1.2530751592645129,0.2256006575663231
cat__Multiple_Lines_No phone service,0.22263079932389102,1.249359224305647,0.22263079932389102
cat__City_Crockett,0.22217470735867248,1.2487895315277944,0.22217470735867248
cat__City_Mckinleyville,0.22161973619398437,1.2480966816206749,0.22161973619398437
num__Monthly_Charges,0.21704383142739256,1.2423985570464828,0.21704383142739256
cat__Multiple_Lines_Yes,0.21575799665058432,1.2408020644080202,0.21575799665058432
cat__City_Imperial Beach,0.2112769908340503,1.235254461842636,0.2112769908340503
cat__City_Brea,0.21042813061017554,1.2342063483774652,0.21042813061017554
cat__Partner_Yes,0.20831676565529725,1.2316032373721137,0.20831676565529725
cat__City_Grizzly Flats,0.2026595509631692,1.2246554644939274,0.2026595509631692
cat__City_North Hollywood,0.1995327704465496,1.220832215992352,0.1995327704465496
cat__City_La Puente,0.19923629906114276,1.2204703278213218,0.19923629906114276
cat__City_Vallecito,0.19897488955255146,1.2201513269694204,0.19897488955255146
cat__City_San Bernardino,0.1979659359164164,1.218920871691985,0.1979659359164164
cat__City_San Jose,0.19705491992279447,1.2178109209511196,0.19705491992279447
cat__City_Lake City,0.19606628514637026,1.2166075456708985,0.19606628514637026
cat__City_Temecula,0.19597553846896879,1.2164971475876325,0.19597553846896879
cat__City_Lompoc,0.19591817807306106,1.2164273708308566,0.19591817807306106
cat__City_North Palm Springs,0.19281153544435323,1.2126542296411587,0.19281153544435323
cat__City_Los Angeles,0.19191198938657852,1.21156388179202,0.19191198938657852
cat__City_Daly City,0.18936750344309386,1.208484993280601,0.18936750344309386
cat__City_Carlsbad,0.18885023636367715,1.2078600454240187,0.18885023636367715
cat__City_Pope Valley,0.1869642173608544,1.2055841452956715,0.1869642173608544
cat__City_Duarte,0.1858315979692844,1.2042194503004366,0.1858315979692844
cat__City_Saint Helena,0.18528755776381112,1.2035644846832296,0.18528755776381112
cat__City_Atherton,0.1815789870643726,1.1991092470885067,0.1815789870643726
cat__City_Bradley,0.18092471774162072,1.1983249632879014,0.18092471774162072
cat__City_Avenal,0.1797944449855059,1.1969712943805793,0.1797944449855059
cat__City_Waterford,0.17724846657740936,1.193927707407379,0.17724846657740936
cat__City_Oceano,0.17652327706547138,1.1930621974232676,0.17652327706547138
cat__City_Lakewood,0.17468322294278993,1.1908689169045477,0.17468322294278993
cat__City_Truckee,0.17290198151708236,1.1887495799429217,0.17290198151708236
cat__City_Johannesburg,0.17182333007119993,1.1874680247896399,0.17182333007119993
cat__City_Delhi,0.16910244122511087,1.184241447855091,0.16910244122511087
cat__City_Lemoore,0.16751654303983227,1.1823648499319412,0.16751654303983227
cat__City_Clarksburg,0.16739469047705513,1.1822207845223873,0.16739469047705513
cat__City_Exeter,0.16722694619628484,1.182022490378995,0.16722694619628484
cat__City_Sacramento,0.16700790975085203,1.1817636127271363,0.16700790975085203
cat__City_Rodeo,0.16574905056583225,1.180276874741956,0.16574905056583225
cat__City_Montague,0.16566405147484248,1.180176556544025,0.16566405147484248
cat__City_Seal Beach,0.1652413756844317,1.1796778298924293,0.1652413756844317
cat__City_Boulder Creek,0.16472327688627822,1.1790667985275298,0.16472327688627822
cat__Streaming_Movies_Yes,0.16150390701269493,1.1752770499717595,0.16150390701269493
cat__City_Huntington Beach,0.16067338545778143,1.1743013622696794,0.16067338545778143
cat__City_Pauma Valley,0.16016190324613755,1.173700881592453,0.16016190324613755
cat__City_Woodland,0.1594916959607831,1.1729145222520967,0.1594916959607831
cat__City_Templeton,0.1575245001950359,1.1706094377898986,0.1575245001950359
cat__City_Richmond,0.15480891276428543,1.1674348578898446,0.15480891276428543
cat__City_Eldridge,0.15435853863457152,1.1669091938133607,0.15435853863457152
cat__City_Twain,0.15124736520595233,1.1632843785742208,0.15124736520595233
cat__City_Martinez,0.1510015435375369,1.1629984532122026,0.1510015435375369
cat__City_Indian Wells,0.15040482315293532,1.1623046753441955,0.15040482315293532
cat__City_Olivehurst,0.1497843352774246,1.1615837030858989,0.1497843352774246
cat__City_Happy Camp,0.14891843336532576,1.1605783208803395,0.14891843336532576
cat__Streaming_TV_Yes,0.1486390769906291,1.160254151209607,0.1486390769906291
cat__City_Stanton,0.1480924082747772,1.1596200499001692,0.1480924082747772
cat__City_Yorba Linda,0.14799212760487027,1.1595037682552258,0.14799212760487027
cat__City_Glendale,0.1478077203391304,1.1592899670495604,0.1478077203391304
cat__City_Visalia,0.14679579293671502,1.1581174431191605,0.14679579293671502
cat__City_Palm Desert,0.14300102818668697,1.1537309879162427,0.14300102818668697
cat__City_Lotus,0.14264701044783806,1.153322618969851,0.14264701044783806
cat__City_Cardiff By The Sea,0.14198274978266914,1.1525567665108123,0.14198274978266914
cat__City_Hayward,0.13876875123555385,1.1488583971981907,0.13876875123555385
cat__City_Palmdale,0.13804616753610663,1.1480285507002856,0.13804616753610663
cat__City_Hat Creek,0.13647651882805428,1.1462279626838887,0.13647651882805428
cat__City_Orangevale,0.13443099718316026,1.1438857249419265,0.13443099718316026
cat__City_San Jacinto,0.13428573389834128,1.1437195724122873,0.13428573389834128
cat__City_Tarzana,0.13401211036837468,1.1434066666367357,0.13401211036837468
cat__City_Emigrant Gap,0.13389659451478578,1.1432745926681054,0.13389659451478578
cat__City_Redway,0.13129298152119429,1.1403018197378252,0.13129298152119429
cat__City_Pleasant Grove,0.13059652869895472,1.1395079298027961,0.13059652869895472
cat__City_South Lake Tahoe,0.1296840490994193,1.1384686263070731,0.1296840490994193
cat__City_Angelus Oaks,0.12929187169850337,1.1380222321787496,0.12929187169850337
cat__City_Lomita,0.12901002183633184,1.1377015259670857,0.12901002183633184
cat__City_Tahoe Vista,0.1289339839127242,1.1376150207942446,0.1289339839127242
cat__City_El Monte,0.127044505846193,1.1354675516011616,0.127044505846193
cat__City_Guatay,0.12664405357795225,1.1350129420753923,0.12664405357795225
cat__City_Oceanside,0.12618552364505228,1.1344926239670519,0.12618552364505228
cat__City_Mission Hills,0.12531968877786004,1.1335107658214965,0.12531968877786004
cat__City_Princeton,0.12482347911287955,1.1329484463498527,0.12482347911287955
cat__City_South Dos Palos,0.12415729988481648,1.132193950970906,0.12415729988481648
cat__City_Crescent Mills,0.1213992157929225,1.1290755672049257,0.1213992157929225
cat__City_Miranda,0.12118072708656462,1.1288289038924222,0.12118072708656462
cat__City_Rio Dell,0.12076229435169525,1.1283566637342275,0.12076229435169525
cat__City_White Water,0.12069880003162725,1.1282850217695224,0.12069880003162725
cat__City_Cupertino,0.11945971615245059,1.1268878477745783,0.11945971615245059
cat__City_Quincy,0.11889931655693696,1.126256517195719,0.11889931655693696
cat__City_Lucerne,0.11846658808326889,1.1257692593648463,0.11846658808326889
cat__City_Rowland Heights,0.1183589771513355,1.1256481208037377,0.1183589771513355
cat__City_Seaside,0.1179599941516785,1.1251990959225449,0.1179599941516785
cat__City_Mather,0.1179442889682409,1.1251814246031056,0.1179442889682409
cat__City_Greenwood,0.11734331180304391,1.1245054194124031,0.11734331180304391
cat__City_Myers Flat,0.11699742318245414,1.124116533043599,0.11699742318245414
cat__City_Casmalia,0.1164203430520644,1.1234680148696106,0.1164203430520644
cat__City_Madera,0.11539630632814968,1.1223181312262656,0.11539630632814968
cat__City_Hayfork,0.11524946301927566,1.1221533384179236,0.11524946301927566
cat__City_Pomona,0.11462100245594065,1.121448330856642,0.11462100245594065
cat__City_El Cajon,0.11448575099298955,1.121296663586111,0.11448575099298955
cat__City_Del Mar,0.11161334542387764,1.1180804661280714,0.11161334542387764
cat__City_Trinity Center,0.11117935619266209,1.1175953365242657,0.11117935619266209
cat__City_Sausalito,0.11115700405327684,1.1175703561567107,0.11115700405327684
cat__City_Hood,0.11109317400034807,1.117499023858322,0.11109317400034807
cat__City_Valyermo,0.11097784649742175,1.1173701529177025,0.11097784649742175
cat__City_Foothill Ranch,0.11047069188839413,1.1168036171674118,0.11047069188839413
cat__City_Hydesville,0.10936400936511063,1.1155683537706331,0.10936400936511063
cat__City_Cotati,0.10882589051076899,1.1149682068958187,0.10882589051076899
cat__City_Jamul,0.10824895947123851,1.1143251326517543,0.10824895947123851
cat__City_Summerland,0.10823169213215693,1.1143058913879647,0.10823169213215693
cat__City_Buena Park,0.10817968816323553,1.1142479445657656,0.10817968816323553
cat__City_Fort Bidwell,0.10804402124386978,1.1140967882334054,0.10804402124386978
cat__City_Lewiston,0.10700021463615411,1.1129344933552794,0.10700021463615411
cat__City_Port Costa,0.10648004168714152,1.1123557254805594,0.10648004168714152
cat__City_Tipton,0.10635492185605815,1.1122165564266684,0.10635492185605815
cat__City_Camp Nelson,0.10572688141400399,1.1115182587514532,0.10572688141400399
cat__City_Dunnigan,0.10568492002266622,1.1114716188773626,0.10568492002266622
cat__City_Dinuba,0.10529993737240467,1.111043803943784,0.10529993737240467
cat__City_Strawberry Valley,0.10505730236980838,1.110774258529428,0.10505730236980838
cat__City_Angwin,0.10436250613962192,1.1100027648085142,0.10436250613962192
cat__City_Costa Mesa,0.10259500630945724,1.1080425679443586,0.10259500630945724
cat__City_Shaver Lake,0.10208205968900212,1.1074743469997768,0.10208205968900212
cat__City_Sanger,0.1018067777593083,1.107169521282879,0.1018067777593083
cat__City_Wrightwood,0.10157185207232403,1.1069094492724776,0.10157185207232403
cat__City_Lancaster,0.1013658320584325,1.1066814272617171,0.1013658320584325
cat__City_Elverta,0.10126645753197114,1.1065714567831622,0.10126645753197114
cat__City_Greenfield,0.10036731694178332,1.1055769406423417,0.10036731694178332
cat__City_Seiad Valley,0.10035441818068501,1.10556268016148,0.10035441818068501
cat__City_Pico Rivera,0.10027908869512504,1.1054794018302254,0.10027908869512504
cat__City_Heber,0.1001386233892715,1.1053241312332538,0.1001386233892715
cat__City_Travis Afb,0.0999222635382036,1.10508500933796,0.0999222635382036
cat__City_Bellflower,0.09977431795097819,1.1049215289807164,0.09977431795097819
cat__City_Adelanto,0.09965880651094039,1.104793905274916,0.09965880651094039
cat__City_Huntington Park,0.09956591769754113,1.104691287046121,0.09956591769754113
cat__City_South Pasadena,0.09940063091807973,1.1045087112700827,0.09940063091807973
cat__City_Alpaugh,0.09939500040443382,1.1045024923362197,0.09939500040443382
cat__City_Caspar,0.09922418004860305,1.1043138369410124,0.09922418004860305
cat__City_Rio Oso,0.09922063913540022,1.1043099266684901,0.09922063913540022
cat__City_Big Bend,0.09854812067824804,1.1035675075336566,0.09854812067824804
cat__City_San Rafael,0.09813257290836322,1.1031090177857774,0.09813257290836322
cat__City_Alpine,0.09764394525139189,1.1025701398770795,0.09764394525139189
cat__City_Ocotillo,0.09727543141460293,1.102163902381171,0.09727543141460293
cat__City_Pearblossom,0.09622923088032748,1.101011420886138,0.09622923088032748
cat__City_Corning,0.09596708899559445,1.1007228375037028,0.09596708899559445
cat__City_Biola,0.09508969714754105,1.099757495812504,0.09508969714754105
cat__City_Highland,0.09363671925946906,1.098160732800438,0.09363671925946906
cat__City_Sherman Oaks,0.09324909972476204,1.097735146736221,0.09324909972476204
cat__City_Niland,0.09241246224426931,1.0968171244482827,0.09241246224426931
cat__City_North Hills,0.09143094312545937,1.0957411056237074,0.09143094312545937
cat__City_Lynwood,0.09123776258227931,1.095529450206251,0.09123776258227931
cat__City_Marina Del Rey,0.09081508571754277,1.0950664931005327,0.09081508571754277
cat__City_Santa Ana,0.09064242539918521,1.094877434893106,0.09064242539918521
cat__City_Glen Ellen,0.09008822101009072,1.0942708171238094,0.09008822101009072
cat__City_Maricopa,0.0897200071958681,1.0938679656647314,0.0897200071958681
cat__City_Plymouth,0.08962109173507579,1.0937597705620343,0.08962109173507579
cat__City_Pinole,0.08890116856159987,1.0929726309310186,0.08890116856159987
cat__City_Walnut,0.08880251236253799,1.0928648077243737,0.08880251236253799
cat__City_Santa Clarita,0.08853762173545204,1.092575356418297,0.08853762173545204
cat__City_Portola Valley,0.08804433740945498,1.092036539026018,0.08804433740945498
cat__City_Rescue,0.0875067501580819,1.0914496318756397,0.0875067501580819
cat__City_Badger,0.08634416244387869,1.090181463264412,0.08634416244387869
cat__City_Crescent City,0.08551206182346834,1.0892746999039669,0.08551206182346834
cat__City_Lodi,0.08544490390277464,1.089201548936418,0.08544490390277464
cat__City_Bolinas,0.08540499507082523,1.0891580810422246,0.08540499507082523
cat__City_Old Station,0.08523396760547147,1.0889718210244979,0.08523396760547147
cat__City_La Habra,0.0851027437517878,1.0888289313210637,0.0851027437517878
cat__City_Landers,0.08506067765474068,1.0887831295009298,0.08506067765474068
cat__City_Rosemead,0.08440750527316014,1.0880721986366875,0.08440750527316014
cat__City_Miramonte,0.08436620690441231,1.0880272639576747,0.08436620690441231
cat__City_Clayton,0.08395894918965077,1.0875842466777828,0.08395894918965077
cat__City_Lathrop,0.08395430441855001,1.0875791951096359,0.08395430441855001
cat__City_Corona Del Mar,0.08235889819489098,1.0858454478763442,0.08235889819489098
cat__City_Bodfish,0.08024845332772519,1.0835562473897173,0.08024845332772519
cat__City_Cassel,0.08019691426883255,1.0835004033595563,0.08019691426883255
cat__City_Sierra City,0.07981984064521164,1.0830919209550771,0.07981984064521164
cat__City_Gualala,0.07974904501733876,1.0830152454966646,0.07974904501733876
cat__City_San Luis Obispo,0.0795125792827752,1.082759179777672,0.0795125792827752
cat__City_Coronado,0.07880432763076176,1.0819925853028085,0.07880432763076176
cat__City_San Mateo,0.0780933611766578,1.0812235982654543,0.0780933611766578
cat__City_Point Arena,0.0780474702108741,1.0811739810088024,0.0780474702108741
cat__City_Venice,0.07785083627130518,1.0809614064099327,0.07785083627130518
cat__City_Pasadena,0.0775136657832745,1.0805969995620608,0.0775136657832745
cat__City_Bridgeville,0.0768768804936139,1.0799091103308045,0.0768768804936139
cat__City_Pismo Beach,0.07684088599520372,1.0798702402436084,0.07684088599520372
cat__City_San Anselmo,0.0753421877937935,1.0782530527974539,0.0753421877937935
cat__City_Ventura,0.07527519061268072,1.0781808153022716,0.07527519061268072
cat__City_Tecopa,0.07481066868576351,1.077680092979635,0.07481066868576351
cat__City_Belmont,0.07414029280522737,1.0769578843410406,0.07414029280522737
cat__City_Lemon Cove,0.07356466124955904,1.0763381317903635,0.07356466124955904
cat__City_Fawnskin,0.07352609187597045,1.076296618903419,0.07352609187597045
cat__City_Annapolis,0.07300688543684454,1.075737943814877,0.07300688543684454
cat__City_Adin,0.07250806929371627,1.0752014821717137,0.07250806929371627
cat__City_Susanville,0.07183205369385576,1.0744748748233952,0.07183205369385576
cat__City_Trinidad,0.07169915405050123,1.0743320869841744,0.07169915405050123
cat__City_Coalinga,0.07106461503352378,1.0736505975964614,0.07106461503352378
cat__City_Beaumont,0.07092124046462324,1.073496674439478,0.07092124046462324
cat__City_Homeland,0.07091768457275914,1.0734928572081741,0.07091768457275914
cat__City_Terra Bella,0.07077835310066422,1.0733432962876095,0.07077835310066422
cat__City_Campo,0.07034454004574532,1.072877766936926,0.07034454004574532
cat__City_Oak Run,0.0696531979357114,1.072136297691712,0.0696531979357114
cat__City_Columbia,0.06845359011230896,1.0708509257265237,0.06845359011230896
cat__City_Rancho Cordova,0.0682241541449531,1.070605262191589,0.0682241541449531
cat__City_Mendota,0.06804351765350418,1.0704118892789278,0.06804351765350418
cat__City_Parker Dam,0.0677976457162609,1.070148737386221,0.0677976457162609
cat__City_Olema,0.06778563603345239,1.070135885316502,0.06778563603345239
cat__City_Fulton,0.06759534371040289,1.069932266047113,0.06759534371040289
cat__City_Stevenson Ranch,0.06734775690559547,1.0696673977263054,0.06734775690559547
cat__City_Port Hueneme,0.06679716881937817,1.0690786137045103,0.06679716881937817
cat__City_Deer Park,0.06647509510746191,1.068734347029663,0.06647509510746191
cat__City_Riverdale,0.06606952974956704,1.0683009932842886,0.06606952974956704
cat__City_Ontario,0.06585253125295214,1.0680691987252589,0.06585253125295214
cat__City_Korbel,0.06554800669259021,1.0677439949408638,0.06554800669259021
cat__City_Challenge,0.06452148934952456,1.066648499580793,0.06452148934952456
cat__City_Byron,0.06443065012610737,1.066551610460165,0.06443065012610737
cat__City_Apple Valley,0.06441872450271649,1.0665388912431741,0.06441872450271649
cat__City_Comptche,0.06396701417633768,1.0660572334056142,0.06396701417633768
cat__City_Walnut Creek,0.06333725589737937,1.0653860863894098,0.06333725589737937
cat__City_Fresno,0.06306382320995302,1.0650948148320587,0.06306382320995302
